
========================================
🚗 MARCA: Alfa Romeo (9 variante de model listate)
========================================
  - Giulia  (21 anunturi)
  - Astra K -183000Km  (1 anunturi)
  - Astra K 14Ti  (1 anunturi)
  - Astra K 16Cdti  (2 anunturi)
  - Astra K 2 Reali  (1 anunturi)
  - Astra K Sport Tourer  (2 anunturi)
  - Astra K Sporttourer  (1 anunturi)
  - Astra K Tourer2019  (1 anunturi)
  - Astra K Turbo  (1 anunturi)
  - Astra K Turboe6Senzori  (1 anunturi)
  - Astra L  (1 anunturi)
  - Astra Selection  (5 anunturi)
  - Astra Sport  (10 anunturi)
  - Astra Sport 1 5 D  (1 anunturi)
  - Astra Sport Tourer  (3 anunturi)
  - Astra Sport Tourer Turbo  (2 anunturi)
  - Astra Tourer  (1 anunturi)
  - Astra Ultimate  (1 anunturi)
  - Cascada  (5 anunturi)
  - Combo  (44 anunturi)
  - Combo 13  (1 anunturi)
  - Combo Crew Van  (3 anunturi)
  - Combo Maxi  (1 anunturi)
  - Combo Maxi 13Cdti  (2 anunturi)
  - Combo Selection  (2 anunturi)
  - Combo Van  (1 anunturi)
  - Combo Xl  (3 anunturi)
  - Corsa  (761 anunturi)
  - Corsa 12L  (1 anunturi)
  - Corsa 12L Turbo Startstop  (1 anunturi)
  - Corsa 13  (1 anunturi)
  - Corsa 14 12  (1 anunturi)
  - Corsa 14I 44  (1 anunturi)
  - Corsa 14I Ca Noua  (1 anunturi)
  - Corsa 14I Ca Noua 39000Km Reali  (1 anunturi)
  - Corsa 14I Cosmo  (1 anunturi)
  - Corsa 14I Noiembrie  (1 anunturi)
  - Corsa Cosmo  (1 anunturi)
  - Corsa E  (11 anunturi)
  - Corsa E 13Cdti  (1 anunturi)
  - Corsa E B  (1 anunturi)
  - Corsa Enjoy  (4 anunturi)
  - Corsa Euro 6  (1 anunturi)
  - Corsa F Distributie Schimbata Revizie Efectuata  (1 anunturi)
  - Corsa F Ultimate  (1 anunturi)
  - Corsa Gs  (1 anunturi)
  - Corsa Gs Line  (2 anunturi)
  - Corsa Pachet Iarna  (1 anunturi)
  - Corsa Selection  (2 anunturi)
  - Corsa-E  (4 anunturi)
  - Crosland X Inovation  (1 anunturi)
  - Crossland  (196 anunturi)
  - Crossland 35500 12  (1 anunturi)
  - Crossland Innovation  (1 anunturi)
  - Crossland Inovation Euro 6  (1 anunturi)
  - Crossland Ver-1-5  (1 anunturi)
  - Crossland X  (79 anunturi)
  - Crossland X 15D Innovation  (1 anunturi)
  - Crossland X 15Ecotecd  (1 anunturi)
  - Crossland X 16  (1 anunturi)
  - Crossland X 38429Km 12T  (1 anunturi)
  - Crossland X Enjoy  (8 anunturi)
  - Crossland X Euro 6  (1 anunturi)
  - Crossland X Excelenta Consum Mic Investitii  (1 anunturi)
  - Crossland X Innovation  (8 anunturi)
  - Crossland X Ultimate  (3 anunturi)
  - Crossland X15  (1 anunturi)
  - Crossland-X  (5 anunturi)
  - Crosslandx  (1 anunturi)
  - Crosslandx 52000Km  (1 anunturi)
  - E-Corsa  (1 anunturi)
  - Frontera  (7 anunturi)
  - Grandland  (66 anunturi)
  - Grandland X  (92 anunturi)
  - Grandland X Eco  (1 anunturi)
  - Grandland X Enjoy  (2 anunturi)
  - Grandland X Gs Line  (1 anunturi)
  - Grandland X Innovation  (3 anunturi)
  - Grandland X La Zi Prim Accidente  (1 anunturi)
  - Grandland X Panoramic  (1 anunturi)
  - Grandland X Plug-In-Hybrid4  (1 anunturi)
  - Grandland X Ultimate  (1 anunturi)
  - Grandland-X  (4 anunturi)
  - Insginia  (1 anunturi)
  - Insignia  (258 anunturi)
  - Insignia -B  (1 anunturi)
  - Insignia 16Cdti  (2 anunturi)
  - Insignia 2 0  (1 anunturi)
  - Insignia B  (3 anunturi)
  - Insignia B Elegans  (1 anunturi)
  - Insignia B Grand Sport  (1 anunturi)
  - Insignia B Sport Tourer  (1 anunturi)
  - Insignia Cosmo  (1 anunturi)
  - Insignia Country Tourer  (1 anunturi)
  - Insignia Drive  (1 anunturi)
  - Insignia Dynamic  (4 anunturi)
  - Insignia Euro 6  (1 anunturi)
  - Insignia Exklusiv  (1 anunturi)
  - Insignia Grand Sport  (7 anunturi)
  - Insignia Grand Sport B  (1 anunturi)
  - Insignia Grand Sport Innovation  (2 anunturi)
  - Insignia Grand Sport Turbo  (1 anunturi)
  - Insignia Innovation  (4 anunturi)
  - Insignia Limousine  (1 anunturi)
  - Insignia Sport  (4 anunturi)
  - Insignia Sport Tourer  (1 anunturi)
  - Insignia Sport Tourer 20Cdti  (1 anunturi)
  - Karl  (5 anunturi)
  - Meriva  (13 anunturi)
  - Meriva B  (1 anunturi)
  - Mokka  (299 anunturi)
  - Mokka 12I  (1 anunturi)
  - Mokka 12L Turbo Start Stop  (2 anunturi)
  - Mokka 12L Turbo Startstop  (7 anunturi)
  - Mokka 12L Turbo Startstop Gs  (2 anunturi)
  - Mokka 12L Turbo Startstop Gs Line  (2 anunturi)
  - Mokka 12L Turbo Startstop Ultimate  (1 anunturi)
  - Mokka 16 Si  (1 anunturi)
  - Mokka 16Cdti  (1 anunturi)
  - Mokka Color  (1 anunturi)
  - Mokka Cosmo  (4 anunturi)
  - Mokka De La  (1 anunturi)
  - Mokka Drive  (1 anunturi)
  - Mokka Enjoy  (1 anunturi)
  - Mokka Innovation  (3 anunturi)
  - Mokka Mokka-E 50 Kwh  (3 anunturi)
  - Mokka X  (10 anunturi)
  - Mokka-E  (1 anunturi)
  - Movano  (19 anunturi)
  - Movano 143000Km  (1 anunturi)
  - Tour  (23 anunturi)
  - Vectra  (1 anunturi)
  - Vivaro  (72 anunturi)
  - Vivaro 15Cdti 8 1 Vindem In  (1 anunturi)
  - Vivaro 16Cdti 9L Vindem In  (1 anunturi)
  - Vivaro 81-Locuri  (1 anunturi)
  - Vivaro L1H1  (2 anunturi)
  - Vivaro L1H1 Dpf  (1 anunturi)
  - Vivaro L1H1 Dpf Tour  (1 anunturi)
  - Vivaro L1H1 Ecoflex  (1 anunturi)
  - Vivaro L2H1  (4 anunturi)
  - Vivaro L2H1 Tourer  (1 anunturi)
  - Vivaro S  (3 anunturi)
  - Vivaro Vivarocrew Van L2H1 29T  (1 anunturi)
  - Zafira  (51 anunturi)
  - Zafira 2O  (1 anunturi)
  - Zafira 7 Locuri Perfecta Uber Bolt Xxl  (1 anunturi)
  - Zafira C Tourer  (1 anunturi)
  - Zafira Tourer  (8 anunturi)
  - Zafira Tourer Innovation  (1 anunturi)

========================================
🚗 MARCA: Peugeot (56 variante de model listate)
========================================
  - 04  (1 anunturi)
  - 14Dizel  (1 anunturi)
  - 2  (1 anunturi)
  - 2008Suv  (1 anunturi)
  - 3008  (871 anunturi)
  - 3008 - Led Camere  (1 anunturi)
  - 3008 -Ii  (5 anunturi)
  - 3008 -Line  (12 anunturi)
  - 3008 15D  (1 anunturi)
  - 3008 16  (1 anunturi)
  - 3008 Access  (1 anunturi)
  - 3008 Activepack  (1 anunturi)
  - 3008 Camera Senzori Pilotautomat  (1 anunturi)
  - 3008 Carplay Virtualcockpit  (1 anunturi)
  - 3008 Crossway  (3 anunturi)
  - 3008 Euro 6  (1 anunturi)
  - 3008 Feline  (1 anunturi)
  - 3008 Gt  (13 anunturi)
  - 3008 Hibryd  (1 anunturi)
  - 3008 Hybrid4  (3 anunturi)
  - 3008 Hybrid4 88G85G  (2 anunturi)
  - 3008 Pack 05  (1 anunturi)
  - 3008 Plug-In  (2 anunturi)
  - 3008 Plugin  (1 anunturi)
  - 3008 Thp  (3 anunturi)
  - 4008  (6 anunturi)
  - 5008  (163 anunturi)
  - 5008 -Ii  (4 anunturi)
  - 5008 -Line  (1 anunturi)
  - 5008 12L  (1 anunturi)
  - 5008 15L  (4 anunturi)
  - 5008 20L  (1 anunturi)
  - 5008 7 Locuri  (1 anunturi)
  - 5008 7 Locuri Faruri Led 8 Trepte Padele Tempomat Pneuri Vara Iarna  (1 anunturi)
  - 5008 Access  (1 anunturi)
  - 5008 Consum Redus Panoramic Incalzire  (1 anunturi)
  - 5008 Crossway  (1 anunturi)
  - 5008 Euro 6  (1 anunturi)
  - 5008 Gt  (5 anunturi)
  - 5008 Pure Tech  (1 anunturi)
  - 5008 Thp  (2 anunturi)
  - Boxer  (32 anunturi)
  - Boxer Multicab 7 Locuri 22Hdi  (1 anunturi)
  - Boxer- Atelier Mobil L2H2 Webasto-20Hdi  (1 anunturi)
  - E  (12 anunturi)
  - E2008 32000  (1 anunturi)
  - E208 Pack  (1 anunturi)
  - Expert  (15 anunturi)
  - Expert Premium  (1 anunturi)
  - Expert Premium L2H1 Eat6 Twincab Komfort Plus  (1 anunturi)
  - Expert S  (1 anunturi)
  - Fabricat In  (1 anunturi)
  - Partner  (17 anunturi)
  - Rifter  (4 anunturi)
  - Traveller L2  (1 anunturi)
  - Traveller L3H1  (1 anunturi)

========================================
🚗 MARCA: Porsche (6 variante de model listate)
========================================
  - Cayenne  (10 anunturi)
  - Cayenne S Platinum  (1 anunturi)
  - Macan  (3 anunturi)
  - Macan S Pdk  (1 anunturi)
  - Panamera  (2 anunturi)
  - Taycan  (2 anunturi)

========================================
🚗 MARCA: Renault (273 variante de model listate)
========================================
  - 10  (1 anunturi)
  - 4  (3 anunturi)
  - 4 Renault Megane 4 12  (1 anunturi)
  - 5  (2 anunturi)
  - Alaskan  (1 anunturi)
  - Arkana  (242 anunturi)
  - Arkana Engineered  (5 anunturi)
  - Arkana Esprit Alpine  (1 anunturi)
  - Arkana Evolution  (5 anunturi)
  - Arkana Line  (1 anunturi)
  - Arkana Rs  (1 anunturi)
  - Austral  (10 anunturi)
  - Captur  (429 anunturi)
  - Captur -Euro 6  (1 anunturi)
  - Captur 09  (1 anunturi)
  - Captur 09Tce  (1 anunturi)
  - Captur 09Tce Vindem In  (3 anunturi)
  - Captur 2  (2 anunturi)
  - Captur Blue  (5 anunturi)
  - Captur Collection  (1 anunturi)
  - Captur Dynamique  (3 anunturi)
  - Captur Energy  (51 anunturi)
  - Captur Engineered  (1 anunturi)
  - Captur Evolution  (1 anunturi)
  - Captur Experience  (1 anunturi)
  - Captur Limited  (1 anunturi)
  - Captur Luxe  (2 anunturi)
  - Captur Mild  (1 anunturi)
  - Captur Plugin  (1 anunturi)
  - Captur Se  (1 anunturi)
  - Captur Ver  (1 anunturi)
  - Captur Version S  (2 anunturi)
  - Captur Xmod  (1 anunturi)
  - Captur2  (1 anunturi)
  - Capture - Perfecta  (1 anunturi)
  - Clio  (544 anunturi)
  - Clio -V  (1 anunturi)
  - Clio 09  (2 anunturi)
  - Clio 09Tce  (2 anunturi)
  - Clio 15  (1 anunturi)
  - Clio 15Dci Dynamique  (1 anunturi)
  - Clio 15Dci Team  (1 anunturi)
  - Clio 4  (11 anunturi)
  - Clio 4 15 Motorina  (1 anunturi)
  - Clio 4 15Dci  (1 anunturi)
  - Clio 4Break Avariat Spate  (1 anunturi)
  - Clio 5  (1 anunturi)
  - Clio 65000 Un Singur Propietar  (1 anunturi)
  - Clio Alpine New Tehno  (1 anunturi)
  - Clio Avariat Lovit  (1 anunturi)
  - Clio Bass Reflex  (1 anunturi)
  - Clio Blue  (4 anunturi)
  - Clio Cargo  (1 anunturi)
  - Clio Cargo Energy  (1 anunturi)
  - Clio Energy  (21 anunturi)
  - Clio Evo 09Tce  (1 anunturi)
  - Clio Grandtour  (33 anunturi)
  - Clio Grandtour Dynamique  (1 anunturi)
  - Clio Grandtour Energy  (1 anunturi)
  - Clio Grandtour Limited  (3 anunturi)
  - Clio Gt Pdc Camera Keyless Climatronic  (1 anunturi)
  - Clio Iv  (57 anunturi)
  - Clio Iv 09Tce  (1 anunturi)
  - Clio Iv 4 - Intretinuta  (1 anunturi)
  - Clio Iv Clio Gt  (2 anunturi)
  - Clio Iv Dynamique  (2 anunturi)
  - Clio Iv Energy  (2 anunturi)
  - Clio Iv Limited  (2 anunturi)
  - Clio Iv Se  (1 anunturi)
  - Clio Limited  (2 anunturi)
  - Clio Lv  (1 anunturi)
  - Clio Portocaliu 13500Km Perfecta  (1 anunturi)
  - Clio Privillege- Deosebit  (1 anunturi)
  - Clio Sce 65  (1 anunturi)
  - Clio Sce 75 Experience  (1 anunturi)
  - Clio Trophy Limited  (1 anunturi)
  - Clio V  (119 anunturi)
  - Clio V 10I  (1 anunturi)
  - Clio V Blue  (12 anunturi)
  - Clio V Engineered  (1 anunturi)
  - Clio V Evolution  (10 anunturi)
  - Clio V One  (1 anunturi)
  - Clio V Rs  (1 anunturi)
  - Clio V Sce  (1 anunturi)
  - Clio V Sce 65 Evolution  (1 anunturi)
  - Clio Vand Renault Clio Evo 09Tce  (1 anunturi)
  - Espace  (147 anunturi)
  - Espace -V  (2 anunturi)
  - Espace 5  (3 anunturi)
  - Espace Blue  (9 anunturi)
  - Espace Energy  (42 anunturi)
  - Espace Initiale  (1 anunturi)
  - Espace Limited  (1 anunturi)
  - Espace V  (2 anunturi)
  - Espace V Black 7 Locuri Baterie Noua  (2 anunturi)
  - Express  (8 anunturi)
  - Express Confort  (1 anunturi)
  - Express Euro 6  (1 anunturi)
  - Fluence  (12 anunturi)
  - Fluence 15Dci  (1 anunturi)
  - Fluence Unic Propier  (1 anunturi)
  - Grand Espace  (1 anunturi)
  - Grand Scenic  (14 anunturi)
  - Grand Scenic 16  (1 anunturi)
  - Grand Scenic 20L  (1 anunturi)
  - Grand Scenic 312Tce  (1 anunturi)
  - Grand Scenic 7 Locuri  (1 anunturi)
  - Grand Scenic Blue  (7 anunturi)
  - Grand Scenic Energy  (12 anunturi)
  - Grand Scenic Iii  (5 anunturi)
  - Grand Scenic Iv  (11 anunturi)
  - Grand Scenic Iv Black  (1 anunturi)
  - Grand Scenic Iv Limited  (1 anunturi)
  - Grand Scenic Privillege 7Locuri  (1 anunturi)
  - Gt  (1 anunturi)
  - Kadjar  (587 anunturi)
  - Kadjar 1 7  (2 anunturi)
  - Kadjar 12Tce Vindem In  (1 anunturi)
  - Kadjar 13Tce Gpf  (1 anunturi)
  - Kadjar 15Dci  (1 anunturi)
  - Kadjar 17Dci  (1 anunturi)
  - Kadjar 44  (1 anunturi)
  - Kadjar Black 2 Incalzire  (1 anunturi)
  - Kadjar Blue  (53 anunturi)
  - Kadjar Collection  (1 anunturi)
  - Kadjar Energy  (103 anunturi)
  - Kadjar Energy 16  (1 anunturi)
  - Kadjar Experience  (3 anunturi)
  - Kadjar Limited  (3 anunturi)
  - Kadjar Rfe Hh4  (1 anunturi)
  - Kadjar Vanzare  (1 anunturi)
  - Kadjar Ver-Energy  (1 anunturi)
  - Kadjar Xmod  (4 anunturi)
  - Kango Max  (1 anunturi)
  - Kangoo  (69 anunturi)
  - Kangoo Blue  (7 anunturi)
  - Kangoo Energy  (1 anunturi)
  - Kangoo Maxi  (3 anunturi)
  - Kangoo Maxi Grand Volume Blue  (1 anunturi)
  - Kangoo Maxi Ze E 33  (1 anunturi)
  - Koleos  (111 anunturi)
  - Koleos - Tractiune  (1 anunturi)
  - Koleos - Tractiune 4 X 4  (1 anunturi)
  - Koleos Blue  (12 anunturi)
  - Koleos Energy  (17 anunturi)
  - Koleos Nightday  (1 anunturi)
  - Koleos Se  (1 anunturi)
  - Laguna  (10 anunturi)
  - Laguna 20Dci  (1 anunturi)
  - Laguna 20Dci Dynamique Cva  (1 anunturi)
  - Laguna 3  (1 anunturi)
  - Laguna Iii  (4 anunturi)
  - Master  (32 anunturi)
  - Master 7 Locuri  (1 anunturi)
  - Master Se  (1 anunturi)
  - Master Ver-Energy-Start-Stop-L3H1-Va  (1 anunturi)
  - Meagane 3  (1 anunturi)
  - Megan  (3 anunturi)
  - Megan 4  (4 anunturi)
  - Megan Euro 6  (1 anunturi)
  - Megan Lv  (1 anunturi)
  - Megane  (819 anunturi)
  - Megane -Iii  (1 anunturi)
  - Megane -Iv  (2 anunturi)
  - Megane 08  (1 anunturi)
  - Megane 13Tce Dct  (1 anunturi)
  - Megane 15  (1 anunturi)
  - Megane 15Dci  (1 anunturi)
  - Megane 15Dci Vindem In  (1 anunturi)
  - Megane 3  (4 anunturi)
  - Megane 3 12  (1 anunturi)
  - Megane 3 15  (1 anunturi)
  - Megane 3 2  (1 anunturi)
  - Megane 3 Energy  (1 anunturi)
  - Megane 3 Grandtour  (1 anunturi)
  - Megane 4  (20 anunturi)
  - Megane 4 133  (1 anunturi)
  - Megane 4 Blue  (1 anunturi)
  - Megane 4 Grandtour  (1 anunturi)
  - Megane 4 Intense  (1 anunturi)
  - Megane 4 Iv  (1 anunturi)
  - Megane Blue  (91 anunturi)
  - Megane Energy  (134 anunturi)
  - Megane Euro 6  (2 anunturi)
  - Megane Ev40 Standard Charge  (4 anunturi)
  - Megane Ev60 Super Charge  (1 anunturi)
  - Megane Grand Tour  (2 anunturi)
  - Megane Grandtour  (63 anunturi)
  - Megane Grandtour 15Dci  (1 anunturi)
  - Megane Grandtour Blue  (2 anunturi)
  - Megane Grandtour Dynamique  (1 anunturi)
  - Megane Grandtour Energy  (4 anunturi)
  - Megane Grandtour Experience  (1 anunturi)
  - Megane Grandtour Limited  (13 anunturi)
  - Megane Gt  (3 anunturi)
  - Megane Gt Sport  (1 anunturi)
  - Megane Ii  (1 anunturi)
  - Megane Iii  (11 anunturi)
  - Megane Iii Limited  (4 anunturi)
  - Megane Iv  (157 anunturi)
  - Megane Iv Grand Tour  (1 anunturi)
  - Megane Iv Grandtour 15Dci Energy Eco2 Bussines  (1 anunturi)
  - Megane Iv Gt  (1 anunturi)
  - Megane Iv Limited  (5 anunturi)
  - Megane Rfb Le2  (1 anunturi)
  - Megane Sce  (1 anunturi)
  - Megane Schimburi  (1 anunturi)
  - Megane Sport Tourer  (1 anunturi)
  - Megane Ver-1-5  (1 anunturi)
  - Megane Ver-Blue  (1 anunturi)
  - Megane Ver-Energy  (1 anunturi)
  - R4  (2 anunturi)
  - Scenic  (97 anunturi)
  - Scenic 15Dci  (1 anunturi)
  - Scenic 4  (1 anunturi)
  - Scenic 4 Anul  (1 anunturi)
  - Scenic 4 Din  (1 anunturi)
  - Scenic Blue  (6 anunturi)
  - Scenic Energy  (15 anunturi)
  - Scenic Iii  (11 anunturi)
  - Scenic Iii Limited  (1 anunturi)
  - Scenic Iv  (7 anunturi)
  - Scenic Iv Limited  (2 anunturi)
  - Talisman  (303 anunturi)
  - Talisman 16L  (1 anunturi)
  - Talisman 16Tce  (1 anunturi)
  - Talisman 4Controlpanoramic  (1 anunturi)
  - Talisman Blue  (37 anunturi)
  - Talisman Camera Masaj Incalzire Unghi Mort  (1 anunturi)
  - Talisman Energy  (101 anunturi)
  - Talisman Grandtour  (1 anunturi)
  - Talisman Grandtour Energy  (1 anunturi)
  - Talisman Initiale 4 Control  (1 anunturi)
  - Talisman Limited  (8 anunturi)
  - Talisman Masaj 4Control Hud  (1 anunturi)
  - Talisman Reali  (1 anunturi)
  - Talisman S- 4 Control  (1 anunturi)
  - Trafic  (82 anunturi)
  - Trafic 3 Echipare 65740 Garantati  (1 anunturi)
  - Trafic 3 Echipare 65740 Garantati Curat  (1 anunturi)
  - Trafic 81 Locuri  (1 anunturi)
  - Trafic 9 Locuri  (1 anunturi)
  - Trafic Authentique  (3 anunturi)
  - Trafic Blue  (1 anunturi)
  - Trafic Energy Grand  (3 anunturi)
  - Trafic Energy Grand Authentique  (1 anunturi)
  - Trafic Energy L1H1 30T Komfort  (2 anunturi)
  - Trafic Energy L1H1 Komfort  (1 anunturi)
  - Trafic Energy Start  (1 anunturi)
  - Trafic Energy Start St Grand L2H1  (1 anunturi)
  - Trafic Evolution  (1 anunturi)
  - Trafic Grand  (1 anunturi)
  - Trafic Komfort  (2 anunturi)
  - Trafic L1H1  (2 anunturi)
  - Trafic L1H1 81 Authentique  (1 anunturi)
  - Trafic L1H1 Grand Confort  (1 anunturi)
  - Trafic L2H1 71 Plus  (1 anunturi)
  - Trafic L2H1 Komfort  (1 anunturi)
  - Twingo  (16 anunturi)
  - Twingo Ii  (1 anunturi)
  - Twingo Sce 65  (1 anunturi)
  - Twingo Sce 70 Liberty  (1 anunturi)
  - Zoe  (58 anunturi)
  - Zoe 40  (2 anunturi)
  - Zoe 40 R110  (3 anunturi)
  - Zoe 50 R110  (3 anunturi)
  - Zoe 50 R135  (2 anunturi)
  - Zoe 50 R135 Iconic  (3 anunturi)
  - Zoe Experience  (2 anunturi)
  - Zoe Iconic  (2 anunturi)
  - Zoe R135 Ze 50 Intense  (1 anunturi)
  - Zoe Se  (1 anunturi)
  - Zoe Ze 40 R110  (1 anunturi)

========================================
🚗 MARCA: Seat (39 variante de model listate)
========================================
  - Alhambra  (22 anunturi)
  - Alhambra 4Drive  (1 anunturi)
  - Alhambra Ecomotive  (1 anunturi)
  - Alhambra I-Tech  (1 anunturi)
  - Altea  (16 anunturi)
  - Altea Xl  (3 anunturi)
  - Arona  (334 anunturi)
  - Arona 1 0  (1 anunturi)
  - Arona 10  (1 anunturi)
  - Arona 7  (1 anunturi)
  - Arona Beats  (2 anunturi)
  - Ateca  (123 anunturi)
  - Ateca 20Tsi  (1 anunturi)
  - Ateca 4Drive  (8 anunturi)
  - Ateca Led Camera Alcantara Front Assist Carplay  (1 anunturi)
  - Ateca Ver-1-5  (1 anunturi)
  - Ateca Xperience  (2 anunturi)
  - Exeo  (2 anunturi)
  - Ibiza  (589 anunturi)
  - Ibiza 16  (1 anunturi)
  - Ibiza Connect  (1 anunturi)
  - Leon  (418 anunturi)
  - Leon -Iii  (1 anunturi)
  - Leon -Iv  (3 anunturi)
  - Leon 12 Copa  (1 anunturi)
  - Leon 15Tgi  (1 anunturi)
  - Leon 3  (1 anunturi)
  - Leon 5F  (2 anunturi)
  - Leon Ecomotive  (2 anunturi)
  - Leon St  (4 anunturi)
  - Leon X-Perience  (3 anunturi)
  - Leon X-Perience 4Drive  (2 anunturi)
  - Leon Xperience  (1 anunturi)
  - Tarraco  (20 anunturi)
  - Tarraco 4Drive  (4 anunturi)
  - Toledo  (51 anunturi)
  - Toledo -Iv  (1 anunturi)
  - Toledo 12 Euro 6  (1 anunturi)
  - Toledo Iv  (2 anunturi)

========================================
🚗 MARCA: Skoda (117 variante de model listate)
========================================
  - Citigo  (18 anunturi)
  - Citigo - Avariata  (1 anunturi)
  - Citigo Citigoe Iv  (5 anunturi)
  - Enyaq  (8 anunturi)
  - Enyaq Iv  (3 anunturi)
  - Enyaq Iv 60  (1 anunturi)
  - Fabia  (658 anunturi)
  - Fabia 10  (1 anunturi)
  - Fabia 10Mpi  (2 anunturi)
  - Fabia 16Tdi  (1 anunturi)
  - Fabia 2  (1 anunturi)
  - Fabia 3  (5 anunturi)
  - Fabia Best Of  (2 anunturi)
  - Fabia Cool  (1 anunturi)
  - Fabia M1  (1 anunturi)
  - Fabia Putini  (1 anunturi)
  - Fabia Selection  (3 anunturi)
  - Kamiq  (227 anunturi)
  - Kamiq Echipare  (1 anunturi)
  - Kamiq Echipare 1 L Manula  (1 anunturi)
  - Kamiq Selection  (3 anunturi)
  - Kamiq15  (1 anunturi)
  - Karoq  (173 anunturi)
  - Karoq 15Tsi  (1 anunturi)
  - Karoq 2L Echipare Stayl  (1 anunturi)
  - Karoq 6  (1 anunturi)
  - Karoq Echipare  (1 anunturi)
  - Karoq Selection  (1 anunturi)
  - Karoq Sport  (1 anunturi)
  - Karoq Verde  (1 anunturi)
  - Kodiaq  (170 anunturi)
  - Kodiaq 4 4  (1 anunturi)
  - Kodiaq Drive  (1 anunturi)
  - Kodiaq Se L  (1 anunturi)
  - Kodiaq Tour  (1 anunturi)
  - Ocatvia  (1 anunturi)
  - Ocravia  (1 anunturi)
  - Octavia  (1641 anunturi)
  - Octavia - Editie Limitata  (1 anunturi)
  - Octavia -Iii  (1 anunturi)
  - Octavia -Iv  (3 anunturi)
  - Octavia 146000  (1 anunturi)
  - Octavia 16  (1 anunturi)
  - Octavia 16Tdi  (7 anunturi)
  - Octavia 20Tdi  (3 anunturi)
  - Octavia 3  (35 anunturi)
  - Octavia 3 16  (1 anunturi)
  - Octavia 3 Anul  (1 anunturi)
  - Octavia 3 Din  (2 anunturi)
  - Octavia 3 Wrs Adblue  (1 anunturi)
  - Octavia 4  (6 anunturi)
  - Octavia 4 Anul  (1 anunturi)
  - Octavia 4 Direct  (1 anunturi)
  - Octavia 4 Nerulata In Romania Euro6  (1 anunturi)
  - Octavia Ambiente  (2 anunturi)
  - Octavia Breack 12Tsi De Cu Itp  (1 anunturi)
  - Octavia Drive  (3 anunturi)
  - Octavia Executive  (2 anunturi)
  - Octavia First  (4 anunturi)
  - Octavia Greenline  (3 anunturi)
  - Octavia I  (1 anunturi)
  - Octavia Iii  (13 anunturi)
  - Octavia Iii Euro6 Dsg71  (1 anunturi)
  - Octavia Iii Panorama Sistem Muzica  (1 anunturi)
  - Octavia Impecabila  (1 anunturi)
  - Octavia Iv  (5 anunturi)
  - Octavia Iv Plus 15Tsi  (1 anunturi)
  - Octavia Ivceasuri Digitale  (1 anunturi)
  - Octavia Line  (3 anunturi)
  - Octavia Premium  (4 anunturi)
  - Octavia Skoda Octavia  (1 anunturi)
  - Octavia Smart  (1 anunturi)
  - Octavia Special  (1 anunturi)
  - Octavia Sport  (2 anunturi)
  - Octavia Sport Paket  (1 anunturi)
  - Octavia Tour  (2 anunturi)
  - Octavia Vand Skoda Octavia  (1 anunturi)
  - Octavia Ver-1-6  (1 anunturi)
  - Rapid  (186 anunturi)
  - Rapid - Distributie Schimbata  (1 anunturi)
  - Rapid 1600  (1 anunturi)
  - Rapid 16Tdi  (1 anunturi)
  - Rapid 82000  (1 anunturi)
  - Rapid 999Cm3  (1 anunturi)
  - Rapid Cool  (2 anunturi)
  - Rapid Spaceback  (3 anunturi)
  - Rapid- Ma Vindeeee  (1 anunturi)
  - Rapid1000Cm  (1 anunturi)
  - Roomster  (5 anunturi)
  - Scala  (382 anunturi)
  - Scala 1 0  (1 anunturi)
  - Scala 10I  (1 anunturi)
  - Scala 2 Reali  (1 anunturi)
  - Scala Carplay Laneassist Androidauto - Finance Garanti  (2 anunturi)
  - Scala Carplay Laneassist Androidauto - Finantare Garan  (3 anunturi)
  - Scala Selection  (2 anunturi)
  - Superb  (454 anunturi)
  - Superb - - - Panoramic  (1 anunturi)
  - Superb -Iii  (3 anunturi)
  - Superb 15  (1 anunturi)
  - Superb 16D  (1 anunturi)
  - Superb 2  (3 anunturi)
  - Superb 20Tdi Automatik  (1 anunturi)
  - Superb 3  (5 anunturi)
  - Superb 3 Bej Canton Scaune Incalzite  (1 anunturi)
  - Superb Dsg6  (1 anunturi)
  - Superb Ii  (1 anunturi)
  - Superb Iii  (1 anunturi)
  - Superb Laurent Clement Incalzire Memorie Camera Acc  (1 anunturi)
  - Superb Plug-In  (1 anunturi)
  - Superb Premium  (8 anunturi)
  - Superb Se  (1 anunturi)
  - Superb Vind  (1 anunturi)
  - Superb3  (2 anunturi)
  - Superbi  (1 anunturi)
  - Yeti  (22 anunturi)
  - Yeti Outdoor  (3 anunturi)

========================================
🚗 MARCA: Smart (18 variante de model listate)
========================================
  - Ac Incalzire  (1 anunturi)
  - Eq Fortwo  (1 anunturi)
  - For Two  (1 anunturi)
  - Forfour  (28 anunturi)
  - Forfour - Impecabila  (1 anunturi)
  - Forfour 20  (1 anunturi)
  - Forfour Eq Passion  (1 anunturi)
  - Forfour Eq Passion Nightsky  (1 anunturi)
  - Forfour Passion  (2 anunturi)
  - Forfour Twinamic  (1 anunturi)
  - Forfour Twinamic Brabus  (1 anunturi)
  - Fortwo  (112 anunturi)
  - Fortwo Brabus  (1 anunturi)
  - Fortwo Eq  (1 anunturi)
  - Fortwo Eq Passion  (1 anunturi)
  - Fortwo Greenflash Prime  (1 anunturi)
